ID,Document_ID,Type,Summary,Text,State,Project,Spawns,Covers
PR-00308,,Problem Report,Diagnostic recovery for battery temperature does not meet the expected behavior under transient faults.,,Accepted,Project NOVA / Variant EV-X,,
PR-00309,,Problem Report,Root cause analysis is pending for an irregular battery response to charge current. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00310,,Problem Report,Supplier notification indicates a component tolerance issue affecting steering assist.,,Open,Project NOVA / Variant EV-X,,
PR-00311,,Problem Report,Simulation results reveal an edge case not covered by current powertrain thermal derating. Coordination with the responsible domain owner is required.,,Completed,Project NOVA / Variant EV-X,,
PR-00312,,Problem Report,Simulation results reveal an edge case not covered by current brake-pressure modulation and monitoring. This change may affect dependent test cases and specifications.,,Open,Project NOVA / Variant EV-X,,
PR-00313,,Problem Report,Incorrect fallback behavior observed for DC fast-charging current control during fault injection. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00314,,Problem Report,Supplier notification indicates a component tolerance issue affecting fallback.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00315,,Problem Report,Diagnostic recovery for CAN bus signal does not meet the expected behavior under transient faults.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00316,,Problem Report,Unexpected steering behavior detected when steering angle becomes temporarily implausible.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00317,,Problem Report,Supplier notification indicates a component tolerance issue affecting deceleration. Verification of the fix shall be completed before release closure.,,Completed,Project NOVA / Variant EV-X,,
PR-00318,,Problem Report,Simulation results reveal an edge case not covered by current coolant-flow rate monitoring and control. Coordination with the responsible domain owner is required.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00319,,Problem Report,Simulation results reveal an edge case not covered by current driver torque sensing. Root cause analysis should be documented prior to implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00320,,Problem Report,Simulation results reveal an edge case not covered by current steering-angle sensing and plausibility. This change may affect dependent test cases and specifications.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00321,,Problem Report,Unexpected thermal behavior detected when thermal runaway becomes temporarily implausible. Coordination with the responsible domain owner is required.,,Accepted,Project NOVA / Variant EV-X,,
PR-00322,,Problem Report,Diagnostic recovery for speed control does not meet the expected behavior under transient faults. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00323,,Problem Report,Incorrect fallback behavior observed for wheel-speed signal plausibility and filtering during fault injection.,,Open,Project NOVA / Variant EV-X,,
PR-00324,,Problem Report,Unexpected diagnostic response detected in battery processing of battery temperature.,,Completed,Project NOVA / Variant EV-X,,
PR-00325,,Problem Report,Warranty analysis flags a recurring charging issue tied to DC fast charging.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00326,,Problem Report,Test escape identified a late-stage regression in network wakeup and sleep management. Root cause analysis should be documented prior to implementation.,,Completed,Project NOVA / Variant EV-X,,
PR-00327,,Problem Report,Unexpected diagnostic response detected in powertrain processing of motor torque. Impact should be assessed against the current release baseline.,,Completed,Project NOVA / Variant EV-X,,
PR-00328,,Problem Report,Field data shows elevated fault counts related to wheel slip. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00329,,Problem Report,Simulation results reveal an edge case not covered by current state-of-charge estimation. This change may affect dependent test cases and specifications.,,Open,Project NOVA / Variant EV-X,,
PR-00330,,Problem Report,Unexpected diagnostic response detected in powertrain processing of torque limitation. Impact should be assessed against the current release baseline.,,Completed,Project NOVA / Variant EV-X,,
PR-00331,,Problem Report,Field data shows elevated fault counts related to cabin airflow. Coordination with the responsible domain owner is required.,,Accepted,Project NOVA / Variant EV-X,,
PR-00332,,Problem Report,Simulation results reveal an edge case not covered by current scheduled charging session management. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00333,,Problem Report,Diagnostic recovery for thermal derating does not meet the expected behavior under transient faults. Root cause analysis should be documented prior to implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00334,,Problem Report,Unexpected diagnostic response detected in thermal processing of heat exchanger. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00335,,Problem Report,Intermittent issue observed in motor-speed regulation during boundary operating conditions. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00336,,Problem Report,Simulation results reveal an edge case not covered by current cell-voltage monitoring and plausibility. Root cause analysis should be documented prior to implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00337,,Problem Report,Customer-reported concern regarding vibration monitoring behavior during extended operation. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00338,,Problem Report,Customer-reported concern regarding cabin airflow behavior during extended operation. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00339,,Problem Report,Test escape identified a late-stage regression in heat-exchanger efficiency monitoring. This change may affect dependent test cases and specifications.,,Completed,Project NOVA / Variant EV-X,,
PR-00340,,Problem Report,Unexpected adas behavior detected when warning logic becomes temporarily implausible. This change may affect dependent test cases and specifications.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00341,,Problem Report,Intermittent issue observed in chassis vibration monitoring during boundary operating conditions. Impact should be assessed against the current release baseline.,,Accepted,Project NOVA / Variant EV-X,,
PR-00342,,Problem Report,Unexpected vehicle network behavior detected when CAN bus signal becomes temporarily implausible.,,Accepted,Project NOVA / Variant EV-X,,
PR-00343,,Problem Report,Intermittent issue observed in wheel-slip detection on low-friction surfaces during boundary operating conditions. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00344,,Problem Report,Unexpected vehicle network behavior detected when gateway routing becomes temporarily implausible. Verification of the fix shall be completed before release closure.,,Open,Project NOVA / Variant EV-X,,
PR-00345,,Problem Report,Field data shows elevated fault counts related to object detection. This change may affect dependent test cases and specifications.,,Open,Project NOVA / Variant EV-X,,
PR-00346,,Problem Report,Warranty analysis flags a recurring vehicle network issue tied to CAN bus signal. Impact should be assessed against the current release baseline.,,Accepted,Project NOVA / Variant EV-X,,
PR-00347,,Problem Report,Unexpected thermal behavior detected when thermal runaway becomes temporarily implausible. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00348,,Problem Report,Root cause analysis is pending for an irregular battery response to state of charge.,,Accepted,Project NOVA / Variant EV-X,,
PR-00349,,Problem Report,Incorrect fallback behavior observed for ride-height sensing and leveling during fault injection. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00350,,Problem Report,Unexpected charging behavior detected when charge scheduling becomes temporarily implausible. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00351,,Problem Report,Customer-reported concern regarding damper control behavior during extended operation. Impact should be assessed against the current release baseline.,,Accepted,Project NOVA / Variant EV-X,,
PR-00352,,Problem Report,Warranty analysis flags a recurring adas issue tied to distance estimation. Root cause analysis should be documented prior to implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00353,,Problem Report,Test escape identified a late-stage regression in multi-sensor fusion plausibility. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00354,,Problem Report,Intermittent issue observed in traction motor torque control during boundary operating conditions. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00355,,Problem Report,Warranty analysis flags a recurring steering issue tied to steering assist. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00356,,Problem Report,Root cause analysis is pending for an irregular suspension response to vibration monitoring.,,Open,Project NOVA / Variant EV-X,,
PR-00357,,Problem Report,Field data shows elevated fault counts related to air quality.,,Accepted,Project NOVA / Variant EV-X,,
PR-00358,,Problem Report,Warranty analysis flags a recurring powertrain issue tied to motor torque.,,Accepted,Project NOVA / Variant EV-X,,
PR-00359,,Problem Report,Supplier notification indicates a component tolerance issue affecting cabin temperature. This change may affect dependent test cases and specifications.,,Open,Project NOVA / Variant EV-X,,
PR-00360,,Problem Report,Unexpected diagnostic response detected in steering processing of fallback.,,Open,Project NOVA / Variant EV-X,,
PR-00361,,Problem Report,Diagnostic recovery for charge scheduling does not meet the expected behavior under transient faults. Impact should be assessed against the current release baseline.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00362,,Problem Report,Warranty analysis flags a recurring hvac issue tied to cabin airflow. This change may affect dependent test cases and specifications.,,Completed,Project NOVA / Variant EV-X,,
PR-00363,,Problem Report,Intermittent issue observed in ride-height sensing and leveling during boundary operating conditions.,,Accepted,Project NOVA / Variant EV-X,,
PR-00364,,Problem Report,Test escape identified a late-stage regression in driver warning and escalation logic. Verification of the fix shall be completed before release closure.,,Accepted,Project NOVA / Variant EV-X,,
PR-00365,,Problem Report,Supplier notification indicates a component tolerance issue affecting distance estimation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00366,,Problem Report,Intermittent issue observed in cell-voltage monitoring and plausibility during boundary operating conditions.,,Open,Project NOVA / Variant EV-X,,
PR-00367,,Problem Report,Supplier notification indicates a component tolerance issue affecting defrost logic. Verification of the fix shall be completed before release closure.,,Accepted,Project NOVA / Variant EV-X,,
PR-00368,,Problem Report,Intermittent issue observed in object-detection confidence handling during boundary operating conditions. Coordination with the responsible domain owner is required.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00369,,Problem Report,Warranty analysis flags a recurring hvac issue tied to compressor control. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00370,,Problem Report,Simulation results reveal an edge case not covered by current cabin air quality monitoring.,,Accepted,Project NOVA / Variant EV-X,,
PR-00371,,Problem Report,Supplier notification indicates a component tolerance issue affecting cabin temperature.,,Accepted,Project NOVA / Variant EV-X,,
PR-00372,,Problem Report,Intermittent issue observed in cabin temperature regulation during boundary operating conditions. Root cause analysis should be documented prior to implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00373,,Problem Report,Supplier notification indicates a component tolerance issue affecting air quality. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00374,,Problem Report,Supplier notification indicates a component tolerance issue affecting charge scheduling. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00375,,Problem Report,Simulation results reveal an edge case not covered by current torque limitation during faults. Verification of the fix shall be completed before release closure.,,Accepted,Project NOVA / Variant EV-X,,
PR-00376,,Problem Report,Simulation results reveal an edge case not covered by current scheduled charging session management. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00377,,Problem Report,Test escape identified a late-stage regression in high-voltage isolation monitoring.,,Accepted,Project NOVA / Variant EV-X,,
PR-00378,,Problem Report,Field data shows elevated fault counts related to torque sensing. Root cause analysis should be documented prior to implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00379,,Problem Report,Simulation results reveal an edge case not covered by current chassis vibration monitoring.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00380,,Problem Report,Diagnostic recovery for thermal derating does not meet the expected behavior under transient faults. Root cause analysis should be documented prior to implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00381,,Problem Report,Root cause analysis is pending for an irregular steering response to torque sensing. Coordination with the responsible domain owner is required.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00382,,Problem Report,Simulation results reveal an edge case not covered by current cabin airflow distribution control. Verification of the fix shall be completed before release closure.,,Accepted,Project NOVA / Variant EV-X,,
PR-00383,,Problem Report,Diagnostic recovery for state of charge does not meet the expected behavior under transient faults.,,Open,Project NOVA / Variant EV-X,,
PR-00384,,Problem Report,Incorrect fallback behavior observed for steering-angle sensing and plausibility during fault injection. Verification of the fix shall be completed before release closure.,,Accepted,Project NOVA / Variant EV-X,,
PR-00385,,Problem Report,Warranty analysis flags a recurring vehicle network issue tied to diagnostic session. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00386,,Problem Report,Intermittent issue observed in high-voltage isolation monitoring during boundary operating conditions. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00387,,Problem Report,Warranty analysis flags a recurring adas issue tied to object detection.,,Accepted,Project NOVA / Variant EV-X,,
PR-00388,,Problem Report,Supplier notification indicates a component tolerance issue affecting speed control. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00389,,Problem Report,Unexpected steering behavior detected when steering angle becomes temporarily implausible. Verification of the fix shall be completed before release closure.,,Accepted,Project NOVA / Variant EV-X,,
PR-00390,,Problem Report,Supplier notification indicates a component tolerance issue affecting network wakeup.,,Accepted,Project NOVA / Variant EV-X,,
PR-00391,,Problem Report,Test escape identified a late-stage regression in charging-current limitation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00392,,Problem Report,Diagnostic recovery for sensor fusion does not meet the expected behavior under transient faults. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00393,,Problem Report,Simulation results reveal an edge case not covered by current cabin temperature regulation. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00394,,Problem Report,Warranty analysis flags a recurring suspension issue tied to ride height. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00395,,Problem Report,Warranty analysis flags a recurring braking issue tied to brake pressure. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00396,,Problem Report,Field data shows elevated fault counts related to load estimation. Coordination with the responsible domain owner is required.,,Accepted,Project NOVA / Variant EV-X,,
PR-00397,,Problem Report,Test escape identified a late-stage regression in driver torque sensing. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00398,,Problem Report,Unexpected adas behavior detected when warning logic becomes temporarily implausible. Coordination with the responsible domain owner is required.,,Accepted,Project NOVA / Variant EV-X,,
PR-00399,,Problem Report,Supplier notification indicates a component tolerance issue affecting fallback. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00400,,Problem Report,Warranty analysis flags a recurring steering issue tied to fallback. The affected function shall be re-validated after implementation.,,Completed,Project NOVA / Variant EV-X,,
PR-00401,,Problem Report,Simulation results reveal an edge case not covered by current chassis vibration monitoring. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00402,,Problem Report,Intermittent issue observed in brake-pressure modulation and monitoring during boundary operating conditions. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00403,,Problem Report,Unexpected diagnostic response detected in powertrain processing of motor torque. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00404,,Problem Report,Test escape identified a late-stage regression in state-of-charge estimation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00405,,Problem Report,Diagnostic recovery for damper control does not meet the expected behavior under transient faults. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00406,,Problem Report,Customer-reported concern regarding gateway routing behavior during extended operation. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00407,,Problem Report,Field data shows elevated fault counts related to coolant flow. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00408,,Problem Report,Supplier notification indicates a component tolerance issue affecting steering assist. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00409,,Problem Report,Test escape identified a late-stage regression in driver warning and escalation logic. The affected function shall be re-validated after implementation.,,Completed,Project NOVA / Variant EV-X,,
PR-00410,,Problem Report,Intermittent issue observed in driver warning and escalation logic during boundary operating conditions. Root cause analysis should be documented prior to implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00411,,Problem Report,Diagnostic recovery for network wakeup does not meet the expected behavior under transient faults.,,Accepted,Project NOVA / Variant EV-X,,
PR-00412,,Problem Report,Diagnostic recovery for ride height does not meet the expected behavior under transient faults. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00413,,Problem Report,Diagnostic recovery for isolation does not meet the expected behavior under transient faults. This change may affect dependent test cases and specifications.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00414,,Problem Report,Supplier notification indicates a component tolerance issue affecting compressor control. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00415,,Problem Report,Intermittent issue observed in inter-domain gateway message routing during boundary operating conditions. The affected function shall be re-validated after implementation.,,Completed,Project NOVA / Variant EV-X,,
PR-00416,,Problem Report,Warranty analysis flags a recurring adas issue tied to warning logic.,,Completed,Project NOVA / Variant EV-X,,
PR-00417,,Problem Report,Test escape identified a late-stage regression in cabin airflow distribution control. This change may affect dependent test cases and specifications.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00418,,Problem Report,Diagnostic recovery for charge scheduling does not meet the expected behavior under transient faults.,,Open,Project NOVA / Variant EV-X,,
PR-00419,,Problem Report,Test escape identified a late-stage regression in cabin airflow distribution control.,,Accepted,Project NOVA / Variant EV-X,,
PR-00420,,Problem Report,Unexpected hvac behavior detected when cabin airflow becomes temporarily implausible. Root cause analysis should be documented prior to implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00421,,Problem Report,Simulation results reveal an edge case not covered by current traction motor torque control. Coordination with the responsible domain owner is required.,,Completed,Project NOVA / Variant EV-X,,
PR-00422,,Problem Report,Incorrect fallback behavior observed for cabin temperature regulation during fault injection. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00423,,Problem Report,Incorrect fallback behavior observed for battery thermal protection during fault injection.,,Open,Project NOVA / Variant EV-X,,
PR-00424,,Problem Report,Customer-reported concern regarding charge port behavior during extended operation. This change may affect dependent test cases and specifications.,,Completed,Project NOVA / Variant EV-X,,
PR-00425,,Problem Report,Customer-reported concern regarding brake pressure behavior during extended operation. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00426,,Problem Report,Root cause analysis is pending for an irregular charging response to DC fast charging.,,Accepted,Project NOVA / Variant EV-X,,
PR-00427,,Problem Report,Unexpected diagnostic response detected in steering processing of steering assist.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00428,,Problem Report,Unexpected diagnostic response detected in suspension processing of damper control. Impact should be assessed against the current release baseline.,,Accepted,Project NOVA / Variant EV-X,,
PR-00429,,Problem Report,Supplier notification indicates a component tolerance issue affecting DC fast charging. Impact should be assessed against the current release baseline.,,Completed,Project NOVA / Variant EV-X,,
PR-00430,,Problem Report,Intermittent issue observed in longitudinal distance estimation during boundary operating conditions.,,Open,Project NOVA / Variant EV-X,,
PR-00431,,Problem Report,Field data shows elevated fault counts related to charge port. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00432,,Problem Report,Diagnostic recovery for charge current does not meet the expected behavior under transient faults.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00433,,Problem Report,Warranty analysis flags a recurring hvac issue tied to cabin airflow. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00434,,Problem Report,Warranty analysis flags a recurring charging issue tied to charge scheduling. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00435,,Problem Report,Field data shows elevated fault counts related to object detection.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00436,,Problem Report,Incorrect fallback behavior observed for charge-port connection and locking plausibility during fault injection. Root cause analysis should be documented prior to implementation.,,Completed,Project NOVA / Variant EV-X,,
PR-00437,,Problem Report,Unexpected diagnostic response detected in charging processing of charge scheduling. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00438,,Problem Report,Root cause analysis is pending for an irregular hvac response to compressor control. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00439,,Problem Report,Unexpected diagnostic response detected in hvac processing of defrost logic. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00440,,Problem Report,Root cause analysis is pending for an irregular hvac response to air quality.,,Accepted,Project NOVA / Variant EV-X,,
PR-00441,,Problem Report,Simulation results reveal an edge case not covered by current heat-exchanger efficiency monitoring. Root cause analysis should be documented prior to implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00442,,Problem Report,Unexpected braking behavior detected when wheel speed becomes temporarily implausible. The affected function shall be re-validated after implementation.,,Completed,Project NOVA / Variant EV-X,,
PR-00443,,Problem Report,Intermittent issue observed in HVAC compressor cycling control during boundary operating conditions. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00444,,Problem Report,Root cause analysis is pending for an irregular thermal response to cabin temperature.,,Open,Project NOVA / Variant EV-X,,
PR-00445,,Problem Report,Unexpected braking behavior detected when brake pressure becomes temporarily implausible. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00446,,Problem Report,Supplier notification indicates a component tolerance issue affecting isolation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00447,,Problem Report,Incorrect fallback behavior observed for torque limitation during faults during fault injection.,,Open,Project NOVA / Variant EV-X,,
PR-00448,,Problem Report,Test escape identified a late-stage regression in cabin temperature regulation. Coordination with the responsible domain owner is required.,,Completed,Project NOVA / Variant EV-X,,
PR-00449,,Problem Report,Simulation results reveal an edge case not covered by current charging-current limitation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00450,,Problem Report,Simulation results reveal an edge case not covered by current heat-exchanger efficiency monitoring. Impact should be assessed against the current release baseline.,,Open,Project NOVA / Variant EV-X,,
PR-00451,,Problem Report,Intermittent issue observed in ride-height sensing and leveling during boundary operating conditions. Impact should be assessed against the current release baseline.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00452,,Problem Report,Warranty analysis flags a recurring steering issue tied to steering assist. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00453,,Problem Report,Unexpected diagnostic response detected in steering processing of steering angle.,,Open,Project NOVA / Variant EV-X,,
PR-00454,,Problem Report,Root cause analysis is pending for an irregular charging response to DC fast charging.,,Open,Project NOVA / Variant EV-X,,
PR-00455,,Problem Report,Test escape identified a late-stage regression in scheduled charging session management.,,Accepted,Project NOVA / Variant EV-X,,
PR-00456,,Problem Report,Unexpected diagnostic response detected in thermal processing of thermal runaway.,,Completed,Project NOVA / Variant EV-X,,
PR-00457,,Problem Report,Customer-reported concern regarding brake pressure behavior during extended operation. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00458,,Problem Report,Customer-reported concern regarding vibration monitoring behavior during extended operation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00459,,Problem Report,Unexpected diagnostic response detected in hvac processing of defrost logic.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00460,,Problem Report,Warranty analysis flags a recurring powertrain issue tied to thermal derating. The affected function shall be re-validated after implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00461,,Problem Report,Incorrect fallback behavior observed for AC charging power negotiation during fault injection. Root cause analysis should be documented prior to implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00462,,Problem Report,Diagnostic recovery for charge scheduling does not meet the expected behavior under transient faults. Coordination with the responsible domain owner is required.,,Completed,Project NOVA / Variant EV-X,,
PR-00463,,Problem Report,Root cause analysis is pending for an irregular charging response to DC fast charging.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00464,,Problem Report,Test escape identified a late-stage regression in wheel-speed signal plausibility and filtering. Coordination with the responsible domain owner is required.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00465,,Problem Report,Incorrect fallback behavior observed for cabin air quality monitoring during fault injection.,,Accepted,Project NOVA / Variant EV-X,,
PR-00466,,Problem Report,Diagnostic recovery for ABS control does not meet the expected behavior under transient faults. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00467,,Problem Report,Unexpected diagnostic response detected in steering processing of torque sensing. This change may affect dependent test cases and specifications.,,Open,Project NOVA / Variant EV-X,,
PR-00468,,Problem Report,Root cause analysis is pending for an irregular charging response to charge scheduling. Coordination with the responsible domain owner is required.,,Open,Project NOVA / Variant EV-X,,
PR-00469,,Problem Report,Diagnostic recovery for warning logic does not meet the expected behavior under transient faults. Root cause analysis should be documented prior to implementation.,,Accepted,Project NOVA / Variant EV-X,,
PR-00470,,Problem Report,Unexpected charging behavior detected when charge port becomes temporarily implausible.,,Accepted,Project NOVA / Variant EV-X,,
PR-00471,,Problem Report,Root cause analysis is pending for an irregular steering response to steering assist. Impact should be assessed against the current release baseline.,,Accepted,Project NOVA / Variant EV-X,,
PR-00472,,Problem Report,Warranty analysis flags a recurring thermal issue tied to heat exchanger.,,Open,Project NOVA / Variant EV-X,,
PR-00473,,Problem Report,Warranty analysis flags a recurring braking issue tied to wheel speed. Impact should be assessed against the current release baseline.,,Accepted,Project NOVA / Variant EV-X,,
PR-00474,,Problem Report,Field data shows elevated fault counts related to vibration monitoring.,,Open,Project NOVA / Variant EV-X,,
PR-00475,,Problem Report,Incorrect fallback behavior observed for inter-domain gateway message routing during fault injection. Impact should be assessed against the current release baseline.,,Completed,Project NOVA / Variant EV-X,,
PR-00476,,Problem Report,Field data shows elevated fault counts related to air quality. Impact should be assessed against the current release baseline.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00477,,Problem Report,Root cause analysis is pending for an irregular suspension response to damper control. Verification of the fix shall be completed before release closure.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00478,,Problem Report,Unexpected steering behavior detected when fallback becomes temporarily implausible. This change may affect dependent test cases and specifications.,,Accepted,Project NOVA / Variant EV-X,,
PR-00479,,Problem Report,Incorrect fallback behavior observed for steering-angle sensing and plausibility during fault injection. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00480,,Problem Report,Customer-reported concern regarding torque limitation behavior during extended operation.,,Completed,Project NOVA / Variant EV-X,,
PR-00481,,Problem Report,Root cause analysis is pending for an irregular charging response to DC fast charging. The affected function shall be re-validated after implementation.,,Open,Project NOVA / Variant EV-X,,
PR-00482,,Problem Report,Field data shows elevated fault counts related to CAN bus signal. The affected function shall be re-validated after implementation.,,Scheduled,Project NOVA / Variant EV-X,,
PR-00483,,Problem Report,Unexpected diagnostic response detected in steering processing of steering assist. The affected function shall be re-validated after implementation.,,Completed,Project NOVA / Variant EV-X,,
TASK-00001,,Task,Perform technical analysis of sensor fusion changes in the adas function. Update the relevant baseline documentation upon completion.,,Completed,Project NOVA / Variant EV-X,,
TASK-00002,,Task,Coordinate cross-team review of heat-exchanger efficiency monitoring prior to implementation. Flag any blocking dependencies to the program lead.,,Open,Project NOVA / Variant EV-X,"CR-00126, PR-00211, CR-00125",
TASK-00003,,Task,Perform integration activities for the updated braking behavior related to ABS control. Flag any blocking dependencies to the program lead.,,Completed,Project NOVA / Variant EV-X,"CR-00748, CR-00476, CR-00646",
TASK-00004,,Task,Prepare release notes summarizing updates to thermal heat exchanger behavior.,,In Progress,Project NOVA / Variant EV-X,CR-00145,
TASK-00005,,Task,Review and verify the implementation related to cabin temperature.,,Open,Project NOVA / Variant EV-X,,
TASK-00006,,Task,Review and verify the implementation related to battery temperature. Update the relevant baseline documentation upon completion.,,Completed,Project NOVA / Variant EV-X,"CR-00537, PR-00301, PR-00423",
TASK-00007,,Task,Investigate feasibility of load estimation improvements within the current release. Ensure traceability to the originating change request is maintained.,,Completed,Project NOVA / Variant EV-X,CR-00587,
TASK-00008,,Task,Draft configuration changes required to support cabin airflow distribution control. Ensure traceability to the originating change request is maintained.,,In Progress,Project NOVA / Variant EV-X,,
TASK-00009,,Task,Prepare release notes summarizing updates to powertrain thermal derating behavior. Flag any blocking dependencies to the program lead.,,Completed,Project NOVA / Variant EV-X,,
