Baseline_ID,Release_ID,Artifact_ID,Artifact_Type,Document_ID,Project,Membership_Source
BL-REL-00046,REL-00046,TC-01686,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00002,REL-00002,TC-01687,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00005,REL-00005,TC-01687,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00011,REL-00011,TC-01687,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00024,REL-00024,TC-01687,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00032,REL-00032,TC-01687,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00014,REL-00014,TC-01688,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-01688,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,TC-01688,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-01688,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00045,REL-00045,TC-01689,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00046,REL-00046,TC-01689,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00048,REL-00048,TC-01689,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00012,REL-00012,TC-01690,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00032,REL-00032,TC-01690,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00048,REL-00048,TC-01690,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00007,REL-00007,TC-01691,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00029,REL-00029,TC-01691,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-01691,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00016,REL-00016,TC-01692,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00003,REL-00003,TC-01693,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00020,REL-00020,TC-01693,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,TC-01693,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-01693,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00023,REL-00023,TC-01694,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00027,REL-00027,TC-01694,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-01694,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00011,REL-00011,TC-01695,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00019,REL-00019,TC-01696,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00025,REL-00025,TC-01696,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00030,REL-00030,TC-01696,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00043,REL-00043,TC-01696,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00014,REL-00014,TC-01697,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00023,REL-00023,TC-01697,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,TC-01697,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-01697,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00044,REL-00044,TC-01697,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00006,REL-00006,TC-01698,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,TC-01698,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00035,REL-00035,TC-01699,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,TC-01700,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,TC-01700,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00028,REL-00028,TC-01700,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00020,REL-00020,TC-01701,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,TC-01701,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,TC-01701,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,TC-01702,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-01702,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-01702,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00029,REL-00029,TC-01703,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,TC-01703,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00016,REL-00016,TC-01704,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00023,REL-00023,TC-01704,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-01705,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-01705,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,TC-01706,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00009,REL-00009,TC-01707,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00028,REL-00028,TC-01707,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00035,REL-00035,TC-01707,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00020,REL-00020,TC-01708,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,TC-01708,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,TC-01708,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,TC-01708,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,TC-01709,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00024,REL-00024,TC-01709,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-01709,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,TC-01709,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-01710,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00022,REL-00022,TC-01710,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,TC-01710,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,TC-01710,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00040,REL-00040,TC-01710,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-01710,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00017,REL-00017,TC-01711,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00020,REL-00020,TC-01711,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,TC-01711,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00002,REL-00002,TC-01712,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00013,REL-00013,TC-01712,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00026,REL-00026,TC-01712,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00033,REL-00033,TC-01712,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00011,REL-00011,TC-01713,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00041,REL-00041,TC-01713,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-01713,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-01713,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00020,REL-00020,TC-01714,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,TC-01714,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00030,REL-00030,TC-01715,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-01715,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00001,REL-00001,TC-01716,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00029,REL-00029,TC-01716,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00032,REL-00032,TC-01716,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00011,REL-00011,TC-01717,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00015,REL-00015,TC-01717,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-01717,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,TC-01718,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-01718,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00016,REL-00016,TC-01719,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00023,REL-00023,TC-01719,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00025,REL-00025,TC-01719,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,TC-01719,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00045,REL-00045,TC-01719,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00014,REL-00014,TC-01720,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,TC-01720,ALM Test Case,DOC-TC-0043,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00002,REL-00002,TC-01721,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00008,REL-00008,TC-01721,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00026,REL-00026,TC-01721,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-01721,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00034,REL-00034,TC-01721,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,TC-01721,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00006,REL-00006,TC-01722,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00012,REL-00012,TC-01722,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,TC-01722,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00003,REL-00003,TC-01723,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,TC-01723,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,TC-01723,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00015,REL-00015,TC-01724,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00020,REL-00020,TC-01724,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00007,REL-00007,TC-01725,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-01725,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,TC-01725,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,TC-01725,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00004,REL-00004,TC-01726,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00034,REL-00034,TC-01726,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,TC-01727,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,TC-01728,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00003,REL-00003,TC-01729,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,TC-01729,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00023,REL-00023,TC-01730,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,TC-01730,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-01730,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-01730,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-01731,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00008,REL-00008,TC-01732,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00011,REL-00011,TC-01732,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-01732,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00033,REL-00033,TC-01732,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-01732,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00042,REL-00042,TC-01733,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,TC-01733,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00042,REL-00042,TC-01734,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00019,REL-00019,TC-01735,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00024,REL-00024,TC-01735,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00038,REL-00038,TC-01735,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00010,REL-00010,TC-01736,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00019,REL-00019,TC-01736,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,TC-01737,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,TC-01737,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00045,REL-00045,TC-01737,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,TC-01737,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00050,REL-00050,TC-01737,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00004,REL-00004,TC-01738,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00045,REL-00045,TC-01738,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00002,REL-00002,TC-01739,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,TC-01739,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-01739,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-01740,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-01740,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00020,REL-00020,TC-01741,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,TC-01741,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,TC-01742,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00019,REL-00019,TC-01742,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00028,REL-00028,TC-01742,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,TC-01742,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00001,REL-00001,TC-01743,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,TC-01743,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00041,REL-00041,TC-01743,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00005,REL-00005,TC-01744,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-01744,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00006,REL-00006,TC-01745,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00011,REL-00011,TC-01745,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00027,REL-00027,TC-01745,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,TC-01745,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00023,REL-00023,TC-01746,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00019,REL-00019,TC-01747,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,TC-01747,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00015,REL-00015,TC-01748,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,TC-01748,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,TC-01749,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00041,REL-00041,TC-01749,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-01749,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00027,REL-00027,TC-01750,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,TC-01750,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00009,REL-00009,TC-01751,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00020,REL-00020,TC-01751,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00028,REL-00028,TC-01751,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00026,REL-00026,TC-01752,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,TC-01752,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,TC-01752,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00025,REL-00025,TC-01753,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,TC-01753,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,TC-01753,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00035,REL-00035,TC-01754,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00045,REL-00045,TC-01754,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,TC-01754,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00009,REL-00009,TC-01755,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00032,REL-00032,TC-01755,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00043,REL-00043,TC-01755,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00009,REL-00009,TC-01756,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00024,REL-00024,TC-01757,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00017,REL-00017,TC-01758,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00025,REL-00025,TC-01758,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,TC-01759,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,TC-01759,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00010,REL-00010,TC-01760,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,TC-01760,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,TC-01760,ALM Test Case,DOC-TC-0044,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00003,REL-00003,TC-01761,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00005,REL-00005,TC-01761,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00032,REL-00032,TC-01761,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00036,REL-00036,TC-01761,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00012,REL-00012,TC-01762,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00015,REL-00015,TC-01762,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00025,REL-00025,TC-01762,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,TC-01762,ALM Test Case,DOC-TC-0045,Project NOVA / Variant EV-X,CR/PR Release Traceability
